rho,sigma,xi,F,log_posterior
0.614788,0.181371,1.520518,0.037344,-1.646530
0.614788,0.181371,1.520518,0.037344,-1.646530
0.680031,0.136805,1.880524,0.045767,-1.904417
0.680031,0.136805,1.880524,0.045767,-1.904417
0.680031,0.136805,1.880524,0.045767,-1.904417
0.680031,0.136805,1.880524,0.045767,-1.904417
0.680031,0.136805,1.880524,0.045767,-1.904417
0.680031,0.136805,1.880524,0.045767,-1.904417
0.680031,0.136805,1.880524,0.045767,-1.904417
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.757775,0.188375,0.942717,0.038280,-0.443389
0.693504,0.169322,0.969655,0.038428,-0.303351
0.645707,0.242781,0.516349,0.049092,-1.365270
0.645707,0.242781,0.516349,0.049092,-1.365270
0.645707,0.242781,0.516349,0.049092,-1.365270
0.645707,0.242781,0.516349,0.049092,-1.365270
0.645707,0.242781,0.516349,0.049092,-1.365270
0.645707,0.242781,0.516349,0.049092,-1.365270
0.645707,0.242781,0.516349,0.049092,-1.365270
0.645707,0.242781,0.516349,0.049092,-1.365270
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.582323,0.271895,0.978416,0.040921,-1.444780
0.629677,0.211315,1.103501,0.027687,-0.394705
0.723927,0.255396,0.764963,0.036027,-1.322283
0.723927,0.255396,0.764963,0.036027,-1.322283
0.723927,0.255396,0.764963,0.036027,-1.322283
0.693862,0.234990,1.360294,0.041736,-1.333528
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.757603,0.214694,1.098024,0.026222,-0.786611
0.707983,0.215058,0.892149,0.032298,-0.545099
0.707983,0.215058,0.892149,0.032298,-0.545099
0.707983,0.215058,0.892149,0.032298,-0.545099
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.753461,0.183333,0.367865,0.023355,-1.423692
0.694777,0.117760,0.438851,0.018261,-2.326078
0.694777,0.117760,0.438851,0.018261,-2.326078
0.694777,0.117760,0.438851,0.018261,-2.326078
0.694777,0.117760,0.438851,0.018261,-2.326078
0.609636,0.226003,0.512198,0.020598,-1.044861
0.609636,0.226003,0.512198,0.020598,-1.044861
0.671339,0.168046,0.567090,0.030735,-0.695808
0.697600,0.226516,0.803040,0.030363,-0.729207
0.697600,0.226516,0.803040,0.030363,-0.729207
0.697600,0.226516,0.803040,0.030363,-0.729207
0.697600,0.226516,0.803040,0.030363,-0.729207
0.616861,0.219483,0.919777,0.041787,-0.374826
0.646768,0.165739,1.109867,0.032655,-0.092372
0.646768,0.165739,1.109867,0.032655,-0.092372
0.646768,0.165739,1.109867,0.032655,-0.092372
0.646768,0.165739,1.109867,0.032655,-0.092372
0.646768,0.165739,1.109867,0.032655,-0.092372
0.673933,0.288118,1.023400,0.033122,-2.126609
0.673933,0.288118,1.023400,0.033122,-2.126609
0.673933,0.288118,1.023400,0.033122,-2.126609
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.748871,0.231087,0.769155,0.042511,-0.865611
0.739767,0.224880,1.058680,0.031948,-0.818196
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.751064,0.187222,1.752294,0.030401,-0.829351
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.789849,0.186158,1.790078,0.022734,-0.990229
0.641234,0.201543,1.560297,0.018868,-1.107343
0.641234,0.201543,1.560297,0.018868,-1.107343
0.641234,0.201543,1.560297,0.018868,-1.107343
0.641234,0.201543,1.560297,0.018868,-1.107343
0.641234,0.201543,1.560297,0.018868,-1.107343
0.641234,0.201543,1.560297,0.018868,-1.107343
0.641234,0.201543,1.560297,0.018868,-1.107343
0.636715,0.212083,0.689565,0.029463,-0.607959
0.636715,0.212083,0.689565,0.029463,-0.607959
0.700384,0.281297,0.713305,0.032710,-1.967857
0.568425,0.260385,1.088075,0.036415,-1.075526
0.618578,0.258523,0.799692,0.027539,-1.229716
0.618578,0.258523,0.799692,0.027539,-1.229716
0.552917,0.253207,1.432395,0.021312,-2.017691
0.552917,0.253207,1.432395,0.021312,-2.017691
0.673427,0.224935,1.135954,0.023794,-0.790427
0.537075,0.270450,1.211130,0.033151,-1.498923
0.493830,0.100942,0.994779,0.026960,-1.998593
0.493830,0.100942,0.994779,0.026960,-1.998593
0.493830,0.100942,0.994779,0.026960,-1.998593
0.493830,0.100942,0.994779,0.026960,-1.998593
0.520731,0.226953,0.597568,0.012415,-1.768918
0.520731,0.226953,0.597568,0.012415,-1.768918
0.520731,0.226953,0.597568,0.012415,-1.768918
0.520731,0.226953,0.597568,0.012415,-1.768918
0.520731,0.226953,0.597568,0.012415,-1.768918
0.520731,0.226953,0.597568,0.012415,-1.768918
0.542856,0.191339,1.331833,0.011341,-3.045995
0.542856,0.191339,1.331833,0.011341,-3.045995
0.542856,0.191339,1.331833,0.011341,-3.045995
0.542856,0.191339,1.331833,0.011341,-3.045995
0.542856,0.191339,1.331833,0.011341,-3.045995
0.542856,0.191339,1.331833,0.011341,-3.045995
0.542856,0.191339,1.331833,0.011341,-3.045995
0.647633,0.185233,1.701450,0.026632,-0.494650
0.647633,0.185233,1.701450,0.026632,-0.494650
0.647633,0.185233,1.701450,0.026632,-0.494650
0.647633,0.185233,1.701450,0.026632,-0.494650
0.647633,0.185233,1.701450,0.026632,-0.494650
0.647633,0.185233,1.701450,0.026632,-0.494650
0.769460,0.168920,1.201691,0.048225,-0.490738
0.769460,0.168920,1.201691,0.048225,-0.490738
0.769460,0.168920,1.201691,0.048225,-0.490738
0.769460,0.168920,1.201691,0.048225,-0.490738
0.704263,0.229414,0.989496,0.045808,-0.732139
0.704263,0.229414,0.989496,0.045808,-0.732139
0.704263,0.229414,0.989496,0.045808,-0.732139
0.704263,0.229414,0.989496,0.045808,-0.732139
0.704263,0.229414,0.989496,0.045808,-0.732139
0.704263,0.229414,0.989496,0.045808,-0.732139
0.704263,0.229414,0.989496,0.045808,-0.732139
0.716461,0.235101,1.274508,0.045331,-1.228077
0.716461,0.235101,1.274508,0.045331,-1.228077
0.716461,0.235101,1.274508,0.045331,-1.228077
0.716461,0.235101,1.274508,0.045331,-1.228077
0.716461,0.235101,1.274508,0.045331,-1.228077
0.626748,0.144337,1.350521,0.037589,-1.535111
0.626748,0.144337,1.350521,0.037589,-1.535111
0.626748,0.144337,1.350521,0.037589,-1.535111
0.626748,0.144337,1.350521,0.037589,-1.535111
0.626748,0.144337,1.350521,0.037589,-1.535111
0.626748,0.144337,1.350521,0.037589,-1.535111
0.566185,0.143794,0.607851,0.038762,-1.278544
0.566185,0.143794,0.607851,0.038762,-1.278544
0.545983,0.197400,0.830664,0.029507,-0.807136
0.545983,0.197400,0.830664,0.029507,-0.807136
0.545983,0.197400,0.830664,0.029507,-0.807136
0.545983,0.197400,0.830664,0.029507,-0.807136
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.625746,0.119850,1.249910,0.026077,-0.505423
0.657091,0.185715,1.442552,0.021215,-0.601891
0.657091,0.185715,1.442552,0.021215,-0.601891
0.657091,0.185715,1.442552,0.021215,-0.601891
0.657091,0.185715,1.442552,0.021215,-0.601891
0.657091,0.185715,1.442552,0.021215,-0.601891
0.657815,0.101369,1.374110,0.022090,-0.705137
0.657815,0.101369,1.374110,0.022090,-0.705137
0.657815,0.101369,1.374110,0.022090,-0.705137
0.740346,0.114123,1.782897,0.023453,-0.908179
0.740346,0.114123,1.782897,0.023453,-0.908179
0.740346,0.114123,1.782897,0.023453,-0.908179
0.621460,0.090962,1.496038,0.028631,-1.635313
0.649601,0.091229,1.576865,0.025347,-1.290744
0.649601,0.091229,1.576865,0.025347,-1.290744
0.776965,0.095367,1.755552,0.034772,-0.828136
0.776965,0.095367,1.755552,0.034772,-0.828136
0.776965,0.095367,1.755552,0.034772,-0.828136
0.776965,0.095367,1.755552,0.034772,-0.828136
0.776965,0.095367,1.755552,0.034772,-0.828136
0.786939,0.146171,1.788495,0.046929,-0.654189
0.786939,0.146171,1.788495,0.046929,-0.654189
0.786939,0.146171,1.788495,0.046929,-0.654189
0.786939,0.146171,1.788495,0.046929,-0.654189
0.786939,0.146171,1.788495,0.046929,-0.654189
0.751615,0.144803,1.750631,0.039718,-0.665876
0.751615,0.144803,1.750631,0.039718,-0.665876
0.751615,0.144803,1.750631,0.039718,-0.665876
0.751615,0.144803,1.750631,0.039718,-0.665876
0.724708,0.178512,1.139482,0.031789,-0.538499
0.724708,0.178512,1.139482,0.031789,-0.538499
0.724708,0.178512,1.139482,0.031789,-0.538499
0.724708,0.178512,1.139482,0.031789,-0.538499
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.593984,0.195071,0.985472,0.040303,-0.403697
0.553739,0.229175,1.734080,0.030183,-1.703989
0.553739,0.229175,1.734080,0.030183,-1.703989
0.553739,0.229175,1.734080,0.030183,-1.703989
0.553739,0.229175,1.734080,0.030183,-1.703989
0.553739,0.229175,1.734080,0.030183,-1.703989
0.553739,0.229175,1.734080,0.030183,-1.703989
0.553739,0.229175,1.734080,0.030183,-1.703989
0.553739,0.229175,1.734080,0.030183,-1.703989
0.586925,0.292463,1.601314,0.035896,-3.650202
0.586925,0.292463,1.601314,0.035896,-3.650202
0.586925,0.292463,1.601314,0.035896,-3.650202
0.586925,0.292463,1.601314,0.035896,-3.650202
0.586925,0.292463,1.601314,0.035896,-3.650202
0.586925,0.292463,1.601314,0.035896,-3.650202
0.586925,0.292463,1.601314,0.035896,-3.650202
0.622324,0.224675,1.330401,0.015634,-1.415944
0.622324,0.224675,1.330401,0.015634,-1.415944
0.622324,0.224675,1.330401,0.015634,-1.415944
0.622324,0.224675,1.330401,0.015634,-1.415944
0.616082,0.251430,1.450009,0.026092,-1.620848
0.616082,0.251430,1.450009,0.026092,-1.620848
0.616082,0.251430,1.450009,0.026092,-1.620848
0.616082,0.251430,1.450009,0.026092,-1.620848
0.575059,0.278065,0.652643,0.020111,-1.756705
0.575059,0.278065,0.652643,0.020111,-1.756705
0.575059,0.278065,0.652643,0.020111,-1.756705
0.575059,0.278065,0.652643,0.020111,-1.756705
0.575059,0.278065,0.652643,0.020111,-1.756705
0.782102,0.128475,1.110409,0.022262,-1.137501
0.782102,0.128475,1.110409,0.022262,-1.137501
0.782102,0.128475,1.110409,0.022262,-1.137501
0.782102,0.128475,1.110409,0.022262,-1.137501
0.743190,0.172049,1.496403,0.020844,-1.049910
0.743190,0.172049,1.496403,0.020844,-1.049910
0.743190,0.172049,1.496403,0.020844,-1.049910
0.652311,0.152925,1.017714,0.025915,-0.186260
0.705282,0.233054,1.716652,0.039364,-1.631210
0.705282,0.233054,1.716652,0.039364,-1.631210
0.705282,0.233054,1.716652,0.039364,-1.631210
0.624259,0.170320,1.812399,0.021543,-0.561893
0.624259,0.170320,1.812399,0.021543,-0.561893
0.624259,0.170320,1.812399,0.021543,-0.561893
0.716234,0.107316,1.935873,0.033845,-1.358223
0.716234,0.107316,1.935873,0.033845,-1.358223
0.716234,0.107316,1.935873,0.033845,-1.358223
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.728206,0.131474,1.389996,0.037981,-0.774747
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.652557,0.168064,1.816701,0.034897,-1.410841
0.610615,0.151216,1.623207,0.017410,-1.379057
0.740580,0.148399,1.730403,0.019032,-1.474613
0.740580,0.148399,1.730403,0.019032,-1.474613
0.740580,0.148399,1.730403,0.019032,-1.474613
0.740580,0.148399,1.730403,0.019032,-1.474613
0.740580,0.148399,1.730403,0.019032,-1.474613
0.740580,0.148399,1.730403,0.019032,-1.474613
0.669199,0.169120,1.811097,0.016632,-1.514928
0.761665,0.113464,1.471889,0.018755,-1.542947
0.761665,0.113464,1.471889,0.018755,-1.542947
0.702267,0.205546,1.896895,0.019946,-1.688499
0.702267,0.205546,1.896895,0.019946,-1.688499
0.702267,0.205546,1.896895,0.019946,-1.688499
0.702267,0.205546,1.896895,0.019946,-1.688499
0.702267,0.205546,1.896895,0.019946,-1.688499
0.702267,0.205546,1.896895,0.019946,-1.688499
0.659303,0.114854,1.621344,0.030211,-1.373886
0.659303,0.114854,1.621344,0.030211,-1.373886
0.659303,0.114854,1.621344,0.030211,-1.373886
0.617697,0.065000,0.935078,0.022671,-1.501125
0.617697,0.065000,0.935078,0.022671,-1.501125
0.617697,0.065000,0.935078,0.022671,-1.501125
0.617697,0.065000,0.935078,0.022671,-1.501125
0.617697,0.065000,0.935078,0.022671,-1.501125
0.617697,0.065000,0.935078,0.022671,-1.501125
0.617697,0.065000,0.935078,0.022671,-1.501125
0.650493,0.151673,1.532383,0.037188,-1.492937
0.703396,0.144280,1.364513,0.031130,-0.305071
0.703396,0.144280,1.364513,0.031130,-0.305071
0.703396,0.144280,1.364513,0.031130,-0.305071
0.703396,0.144280,1.364513,0.031130,-0.305071
0.686289,0.176718,1.104046,0.036968,-0.256687
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.588122,0.250573,0.872290,0.022504,-1.211519
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.609996,0.179932,1.656917,0.026196,-0.553701
0.679824,0.177774,1.063935,0.026170,-0.392514
0.712764,0.164183,0.440827,0.031207,-1.331294
0.712764,0.164183,0.440827,0.031207,-1.331294
0.712764,0.164183,0.440827,0.031207,-1.331294
0.679909,0.211455,1.013164,0.013247,-1.151211
0.679909,0.211455,1.013164,0.013247,-1.151211
0.750167,0.222615,0.741301,0.021524,-0.997139
0.750167,0.222615,0.741301,0.021524,-0.997139
0.750167,0.222615,0.741301,0.021524,-0.997139
0.750167,0.222615,0.741301,0.021524,-0.997139
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.646912,0.228386,0.782959,0.023044,-0.788608
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.716853,0.171916,1.367540,0.031279,-0.415432
0.706593,0.200631,0.792983,0.039462,-0.357806
0.706593,0.200631,0.792983,0.039462,-0.357806
0.706593,0.200631,0.792983,0.039462,-0.357806
0.741917,0.141015,0.545854,0.045093,-0.603825
0.741917,0.141015,0.545854,0.045093,-0.603825
0.741917,0.141015,0.545854,0.045093,-0.603825
0.741917,0.141015,0.545854,0.045093,-0.603825
0.741917,0.141015,0.545854,0.045093,-0.603825
0.691983,0.221394,0.645759,0.037477,-0.745319
0.691983,0.221394,0.645759,0.037477,-0.745319
0.691983,0.221394,0.645759,0.037477,-0.745319
0.691983,0.221394,0.645759,0.037477,-0.745319
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.621557,0.233653,1.051673,0.043140,-0.847243
0.656648,0.207487,1.079105,0.049036,-1.030854
0.636428,0.205928,0.526353,0.025047,-0.869059
0.636428,0.205928,0.526353,0.025047,-0.869059
0.636428,0.205928,0.526353,0.025047,-0.869059
0.636428,0.205928,0.526353,0.025047,-0.869059
0.636428,0.205928,0.526353,0.025047,-0.869059
0.636428,0.205928,0.526353,0.025047,-0.869059
0.732987,0.185276,1.071631,0.027188,-0.610097
0.732987,0.185276,1.071631,0.027188,-0.610097
0.732987,0.185276,1.071631,0.027188,-0.610097
0.732987,0.185276,1.071631,0.027188,-0.610097
0.695710,0.213180,0.818254,0.029713,-0.565476
0.678842,0.186713,0.471792,0.020803,-1.260668
0.678842,0.186713,0.471792,0.020803,-1.260668
0.678842,0.186713,0.471792,0.020803,-1.260668
0.678842,0.186713,0.471792,0.020803,-1.260668
0.699597,0.068603,0.793449,0.029051,-1.247670
0.699597,0.068603,0.793449,0.029051,-1.247670
0.699597,0.068603,0.793449,0.029051,-1.247670
0.699597,0.068603,0.793449,0.029051,-1.247670
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.765331,0.157603,1.789678,0.048606,-0.959680
0.536829,0.106274,1.446514,0.020405,-2.090460
0.552965,0.196518,1.958027,0.022145,-1.633925
0.552965,0.196518,1.958027,0.022145,-1.633925
0.552965,0.196518,1.958027,0.022145,-1.633925
0.578222,0.185761,1.486387,0.021525,-0.749322
0.578222,0.185761,1.486387,0.021525,-0.749322
0.768681,0.169982,1.766149,0.017245,-1.395900
0.768681,0.169982,1.766149,0.017245,-1.395900
0.687791,0.222139,1.708892,0.016369,-1.853724
0.687791,0.222139,1.708892,0.016369,-1.853724
0.632039,0.152052,1.162544,0.015718,-1.107812
0.700452,0.198014,0.412577,0.016738,-1.623918
0.700452,0.198014,0.412577,0.016738,-1.623918
0.751505,0.232235,1.186194,0.035151,-1.133217
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.789390,0.118260,0.817739,0.049994,-1.051327
0.679509,0.220651,0.294290,0.043203,-2.260364
0.679509,0.220651,0.294290,0.043203,-2.260364
0.679509,0.220651,0.294290,0.043203,-2.260364
0.601996,0.252699,0.454804,0.030944,-1.676521
0.601996,0.252699,0.454804,0.030944,-1.676521
0.601996,0.252699,0.454804,0.030944,-1.676521
0.601996,0.252699,0.454804,0.030944,-1.676521
0.671247,0.060066,0.574849,0.029875,-2.005405
0.671247,0.060066,0.574849,0.029875,-2.005405
0.671247,0.060066,0.574849,0.029875,-2.005405
0.502806,0.161250,0.947576,0.026187,-1.639682
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.536057,0.221374,0.577036,0.021146,-1.716300
0.554903,0.181818,0.055206,0.024826,-3.528142
0.455945,0.193504,0.458603,0.014069,-3.446547
0.455945,0.193504,0.458603,0.014069,-3.446547
0.455945,0.193504,0.458603,0.014069,-3.446547
0.610330,0.251098,1.070187,0.017795,-1.337373
0.610330,0.251098,1.070187,0.017795,-1.337373
0.569634,0.140952,1.022545,0.031884,-0.654064
0.569634,0.140952,1.022545,0.031884,-0.654064
0.569634,0.140952,1.022545,0.031884,-0.654064
0.569634,0.140952,1.022545,0.031884,-0.654064
0.478252,0.150288,0.736102,0.030737,-2.733468
0.679434,0.146960,1.597237,0.020976,-0.518634
0.679434,0.146960,1.597237,0.020976,-0.518634
0.679434,0.146960,1.597237,0.020976,-0.518634
0.679434,0.146960,1.597237,0.020976,-0.518634
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.472774,0.221563,1.362791,0.028312,-1.003317
0.462301,0.178923,1.651840,0.027924,-2.526506
0.462301,0.178923,1.651840,0.027924,-2.526506
0.462301,0.178923,1.651840,0.027924,-2.526506
0.462301,0.178923,1.651840,0.027924,-2.526506
0.462301,0.178923,1.651840,0.027924,-2.526506
0.462301,0.178923,1.651840,0.027924,-2.526506
