rho,sigma,xi,F,log_posterior
0.674088,0.186067,1.221007,0.035116,-0.311085
0.674088,0.186067,1.221007,0.035116,-0.311085
0.674088,0.186067,1.221007,0.035116,-0.311085
0.674088,0.186067,1.221007,0.035116,-0.311085
0.674088,0.186067,1.221007,0.035116,-0.311085
0.740768,0.174822,1.825918,0.037212,-0.593695
0.740768,0.174822,1.825918,0.037212,-0.593695
0.740768,0.174822,1.825918,0.037212,-0.593695
0.740768,0.174822,1.825918,0.037212,-0.593695
0.632144,0.153882,0.598655,0.043065,-0.655576
0.555632,0.167153,1.055065,0.039801,-1.319401
0.421547,0.082622,1.508285,0.022481,-2.425743
0.477951,0.154444,1.389190,0.034042,-2.634495
0.634463,0.227551,0.885242,0.023222,-0.716488
0.634463,0.227551,0.885242,0.023222,-0.716488
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.784282,0.183430,1.052499,0.030802,-0.518962
0.725391,0.138711,1.327706,0.037938,-0.637601
0.725391,0.138711,1.327706,0.037938,-0.637601
0.725391,0.138711,1.327706,0.037938,-0.637601
0.666120,0.113820,1.020189,0.030959,-0.535176
0.666120,0.113820,1.020189,0.030959,-0.535176
0.666120,0.113820,1.020189,0.030959,-0.535176
0.793948,0.153919,1.007355,0.038427,-0.521275
0.793948,0.153919,1.007355,0.038427,-0.521275
0.793948,0.153919,1.007355,0.038427,-0.521275
0.793948,0.153919,1.007355,0.038427,-0.521275
0.793948,0.153919,1.007355,0.038427,-0.521275
0.793948,0.153919,1.007355,0.038427,-0.521275
0.793948,0.153919,1.007355,0.038427,-0.521275
0.793948,0.153919,1.007355,0.038427,-0.521275
0.676006,0.178835,0.799177,0.039413,-0.194414
0.676006,0.178835,0.799177,0.039413,-0.194414
0.676006,0.178835,0.799177,0.039413,-0.194414
0.676006,0.178835,0.799177,0.039413,-0.194414
0.676006,0.178835,0.799177,0.039413,-0.194414
0.676006,0.178835,0.799177,0.039413,-0.194414
0.749661,0.190465,0.515793,0.031829,-1.127405
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.603538,0.235921,0.499517,0.011051,-1.461111
0.577268,0.194649,0.256537,0.026326,-2.230289
0.577268,0.194649,0.256537,0.026326,-2.230289
0.577268,0.194649,0.256537,0.026326,-2.230289
0.577268,0.194649,0.256537,0.026326,-2.230289
0.577268,0.194649,0.256537,0.026326,-2.230289
0.577268,0.194649,0.256537,0.026326,-2.230289
0.645530,0.268876,0.511480,0.047284,-1.895144
0.645530,0.268876,0.511480,0.047284,-1.895144
0.645530,0.268876,0.511480,0.047284,-1.895144
0.645530,0.268876,0.511480,0.047284,-1.895144
0.657347,0.284893,0.351778,0.033166,-2.959562
0.610899,0.148878,0.212061,0.020992,-2.382531
0.610899,0.148878,0.212061,0.020992,-2.382531
0.610899,0.148878,0.212061,0.020992,-2.382531
0.610899,0.148878,0.212061,0.020992,-2.382531
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.590894,0.073422,0.376667,0.022691,-2.624865
0.549685,0.094647,0.242346,0.026572,-2.218268
0.549685,0.094647,0.242346,0.026572,-2.218268
0.549685,0.094647,0.242346,0.026572,-2.218268
0.549685,0.094647,0.242346,0.026572,-2.218268
0.549685,0.094647,0.242346,0.026572,-2.218268
0.549685,0.094647,0.242346,0.026572,-2.218268
0.549685,0.094647,0.242346,0.026572,-2.218268
0.549685,0.094647,0.242346,0.026572,-2.218268
0.569401,0.168364,1.076145,0.016612,-1.326156
0.554194,0.222294,0.676694,0.022733,-1.255885
0.554194,0.222294,0.676694,0.022733,-1.255885
0.554194,0.222294,0.676694,0.022733,-1.255885
0.766850,0.137806,1.497561,0.018139,-1.287618
0.630231,0.066029,0.775133,0.026207,-1.617837
0.630231,0.066029,0.775133,0.026207,-1.617837
0.630231,0.066029,0.775133,0.026207,-1.617837
0.630231,0.066029,0.775133,0.026207,-1.617837
0.655446,0.181950,0.717445,0.014196,-0.829008
0.655446,0.181950,0.717445,0.014196,-0.829008
0.655446,0.181950,0.717445,0.014196,-0.829008
0.655446,0.181950,0.717445,0.014196,-0.829008
0.619987,0.214646,0.311311,0.014886,-2.353656
0.731885,0.251277,0.755361,0.019864,-1.368634
0.699649,0.157894,1.151995,0.013158,-1.351295
0.699649,0.157894,1.151995,0.013158,-1.351295
0.699649,0.157894,1.151995,0.013158,-1.351295
0.699649,0.157894,1.151995,0.013158,-1.351295
0.699649,0.157894,1.151995,0.013158,-1.351295
0.699649,0.157894,1.151995,0.013158,-1.351295
0.654930,0.296788,1.193416,0.015525,-2.645196
0.613649,0.251404,0.478677,0.025705,-1.486628
0.494375,0.195082,1.080923,0.030124,-0.790540
0.494375,0.195082,1.080923,0.030124,-0.790540
0.644763,0.171352,0.847982,0.048338,-0.677441
0.644763,0.171352,0.847982,0.048338,-0.677441
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.742881,0.215182,0.715428,0.044325,-0.605786
0.650762,0.244621,1.321566,0.017816,-1.441058
0.650762,0.244621,1.321566,0.017816,-1.441058
0.712532,0.257292,1.484005,0.023691,-2.006777
0.712532,0.257292,1.484005,0.023691,-2.006777
0.712532,0.257292,1.484005,0.023691,-2.006777
0.712532,0.257292,1.484005,0.023691,-2.006777
0.712532,0.257292,1.484005,0.023691,-2.006777
0.617282,0.267814,0.896654,0.042522,-1.293355
0.656784,0.244119,0.769835,0.026164,-0.997376
0.656784,0.244119,0.769835,0.026164,-0.997376
0.656784,0.244119,0.769835,0.026164,-0.997376
0.673775,0.209244,0.817028,0.024899,-0.582678
0.673775,0.209244,0.817028,0.024899,-0.582678
0.673775,0.209244,0.817028,0.024899,-0.582678
0.673775,0.209244,0.817028,0.024899,-0.582678
0.741909,0.205037,0.876682,0.023078,-0.703925
0.741909,0.205037,0.876682,0.023078,-0.703925
0.741909,0.205037,0.876682,0.023078,-0.703925
0.740965,0.199894,1.009719,0.019807,-0.770280
0.740965,0.199894,1.009719,0.019807,-0.770280
0.740965,0.199894,1.009719,0.019807,-0.770280
0.716827,0.222128,1.198822,0.012819,-1.138770
0.599677,0.141620,1.005723,0.017289,-0.933780
0.599677,0.141620,1.005723,0.017289,-0.933780
0.599677,0.141620,1.005723,0.017289,-0.933780
0.484753,0.067564,1.249514,0.026202,-2.184746
0.626240,0.105036,0.996052,0.039556,-1.568514
0.626240,0.105036,0.996052,0.039556,-1.568514
0.626240,0.105036,0.996052,0.039556,-1.568514
0.626240,0.105036,0.996052,0.039556,-1.568514
0.691596,0.125666,0.994981,0.021630,-0.734197
0.691596,0.125666,0.994981,0.021630,-0.734197
0.704261,0.123474,1.434199,0.011472,-1.817154
0.704261,0.123474,1.434199,0.011472,-1.817154
0.721715,0.128840,1.232709,0.011341,-1.721248
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.669336,0.086162,1.906088,0.027047,-1.955928
0.638671,0.136771,1.649291,0.045960,-2.170548
0.479093,0.109372,1.596276,0.029375,-2.541009
0.479093,0.109372,1.596276,0.029375,-2.541009
0.585103,0.083386,0.826207,0.033385,-1.695848
0.585103,0.083386,0.826207,0.033385,-1.695848
0.561795,0.143399,1.039182,0.041225,-1.823894
0.659807,0.181305,0.851453,0.048163,-0.451157
0.659807,0.181305,0.851453,0.048163,-0.451157
0.659807,0.181305,0.851453,0.048163,-0.451157
0.659807,0.181305,0.851453,0.048163,-0.451157
0.737068,0.168824,1.788840,0.047093,-1.215294
0.737068,0.168824,1.788840,0.047093,-1.215294
0.737068,0.168824,1.788840,0.047093,-1.215294
0.737068,0.168824,1.788840,0.047093,-1.215294
0.737068,0.168824,1.788840,0.047093,-1.215294
0.614282,0.180282,1.372797,0.031706,-0.576515
0.614282,0.180282,1.372797,0.031706,-0.576515
0.668053,0.207992,1.080831,0.028173,-0.490111
0.668053,0.207992,1.080831,0.028173,-0.490111
0.668053,0.207992,1.080831,0.028173,-0.490111
0.649936,0.147302,0.942779,0.024101,-0.282938
0.649936,0.147302,0.942779,0.024101,-0.282938
0.649936,0.147302,0.942779,0.024101,-0.282938
0.649936,0.147302,0.942779,0.024101,-0.282938
0.590032,0.229711,0.968107,0.023599,-0.757529
0.590032,0.229711,0.968107,0.023599,-0.757529
0.590032,0.229711,0.968107,0.023599,-0.757529
0.590032,0.229711,0.968107,0.023599,-0.757529
0.661858,0.202073,1.353699,0.036761,-0.726658
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.740959,0.192501,0.645281,0.034044,-0.668815
0.730958,0.202037,0.897666,0.019827,-0.776578
0.730958,0.202037,0.897666,0.019827,-0.776578
0.730958,0.202037,0.897666,0.019827,-0.776578
0.772653,0.201273,0.741876,0.018852,-0.978853
0.772653,0.201273,0.741876,0.018852,-0.978853
0.772653,0.201273,0.741876,0.018852,-0.978853
0.666479,0.219990,1.145847,0.031488,-0.675922
0.666479,0.219990,1.145847,0.031488,-0.675922
0.666479,0.219990,1.145847,0.031488,-0.675922
0.666479,0.219990,1.145847,0.031488,-0.675922
0.690749,0.182569,0.822059,0.034832,-0.262601
0.690749,0.182569,0.822059,0.034832,-0.262601
0.690749,0.182569,0.822059,0.034832,-0.262601
0.690749,0.182569,0.822059,0.034832,-0.262601
0.641344,0.286106,0.521672,0.034995,-2.254303
0.641344,0.286106,0.521672,0.034995,-2.254303
0.609017,0.267227,0.717380,0.036566,-1.503431
0.609017,0.267227,0.717380,0.036566,-1.503431
0.609017,0.267227,0.717380,0.036566,-1.503431
0.609017,0.267227,0.717380,0.036566,-1.503431
0.509151,0.288960,1.480396,0.034363,-3.032543
0.509151,0.288960,1.480396,0.034363,-3.032543
0.509151,0.288960,1.480396,0.034363,-3.032543
0.509151,0.288960,1.480396,0.034363,-3.032543
0.570056,0.269670,1.536622,0.027708,-2.084279
0.477795,0.112054,1.799322,0.035050,-3.072494
0.477795,0.112054,1.799322,0.035050,-3.072494
0.531992,0.190116,1.641369,0.036815,-2.756027
0.531992,0.190116,1.641369,0.036815,-2.756027
0.451050,0.260119,1.372532,0.031833,-2.019614
0.451050,0.260119,1.372532,0.031833,-2.019614
0.451050,0.260119,1.372532,0.031833,-2.019614
0.451050,0.260119,1.372532,0.031833,-2.019614
0.451050,0.260119,1.372532,0.031833,-2.019614
0.585806,0.189848,1.151978,0.035030,-0.394237
0.585806,0.189848,1.151978,0.035030,-0.394237
0.585806,0.189848,1.151978,0.035030,-0.394237
0.585806,0.189848,1.151978,0.035030,-0.394237
0.585806,0.189848,1.151978,0.035030,-0.394237
0.585806,0.189848,1.151978,0.035030,-0.394237
0.669238,0.227944,0.671880,0.015267,-1.086979
0.612949,0.185694,1.045052,0.042083,-0.773676
0.612949,0.185694,1.045052,0.042083,-0.773676
0.612949,0.185694,1.045052,0.042083,-0.773676
0.612949,0.185694,1.045052,0.042083,-0.773676
0.612949,0.185694,1.045052,0.042083,-0.773676
0.612949,0.185694,1.045052,0.042083,-0.773676
0.712813,0.196445,1.717635,0.042696,-1.185705
0.713063,0.191063,1.237782,0.034397,-0.521761
0.780022,0.211168,1.468909,0.016104,-1.090300
0.775748,0.179553,1.153983,0.031055,-0.626749
0.775748,0.179553,1.153983,0.031055,-0.626749
0.775748,0.179553,1.153983,0.031055,-0.626749
0.775748,0.179553,1.153983,0.031055,-0.626749
0.776584,0.206404,1.077997,0.024851,-0.709670
0.776584,0.206404,1.077997,0.024851,-0.709670
0.776584,0.206404,1.077997,0.024851,-0.709670
0.706487,0.148692,1.399094,0.030499,-0.287750
0.706487,0.148692,1.399094,0.030499,-0.287750
0.706487,0.148692,1.399094,0.030499,-0.287750
0.706487,0.148692,1.399094,0.030499,-0.287750
0.706487,0.148692,1.399094,0.030499,-0.287750
0.727825,0.199981,0.772258,0.032767,-0.495640
0.727825,0.199981,0.772258,0.032767,-0.495640
0.727825,0.199981,0.772258,0.032767,-0.495640
0.727825,0.199981,0.772258,0.032767,-0.495640
0.727825,0.199981,0.772258,0.032767,-0.495640
0.727825,0.199981,0.772258,0.032767,-0.495640
0.727825,0.199981,0.772258,0.032767,-0.495640
0.727825,0.199981,0.772258,0.032767,-0.495640
0.734619,0.258768,0.497645,0.037416,-1.940903
0.734619,0.258768,0.497645,0.037416,-1.940903
0.734619,0.258768,0.497645,0.037416,-1.940903
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.747637,0.142762,1.243744,0.047146,-0.919454
0.699792,0.199759,1.023699,0.041628,-0.407674
0.699792,0.199759,1.023699,0.041628,-0.407674
0.699792,0.199759,1.023699,0.041628,-0.407674
0.699792,0.199759,1.023699,0.041628,-0.407674
0.699792,0.199759,1.023699,0.041628,-0.407674
0.699792,0.199759,1.023699,0.041628,-0.407674
0.699792,0.199759,1.023699,0.041628,-0.407674
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.736931,0.167453,1.185556,0.043216,-0.460739
0.717151,0.217350,0.979611,0.028116,-0.654835
0.717151,0.217350,0.979611,0.028116,-0.654835
0.717151,0.217350,0.979611,0.028116,-0.654835
0.740387,0.145651,1.174596,0.028186,-0.765525
0.740387,0.145651,1.174596,0.028186,-0.765525
0.740387,0.145651,1.174596,0.028186,-0.765525
0.740387,0.145651,1.174596,0.028186,-0.765525
0.740387,0.145651,1.174596,0.028186,-0.765525
0.610610,0.177691,1.174605,0.031809,-0.123393
0.610610,0.177691,1.174605,0.031809,-0.123393
0.610610,0.177691,1.174605,0.031809,-0.123393
0.610610,0.177691,1.174605,0.031809,-0.123393
0.610610,0.177691,1.174605,0.031809,-0.123393
0.666290,0.223938,1.506222,0.032268,-1.089625
0.666290,0.223938,1.506222,0.032268,-1.089625
0.699846,0.242486,1.354594,0.047720,-1.713539
0.699846,0.242486,1.354594,0.047720,-1.713539
0.699846,0.242486,1.354594,0.047720,-1.713539
0.488689,0.214110,0.945121,0.039850,-1.385015
0.488689,0.214110,0.945121,0.039850,-1.385015
0.488689,0.214110,0.945121,0.039850,-1.385015
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.499451,0.181267,0.769716,0.042561,-1.608703
0.537896,0.209211,0.853319,0.045116,-1.109232
0.537896,0.209211,0.853319,0.045116,-1.109232
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.581722,0.266680,0.331800,0.047576,-2.720372
0.576500,0.210911,0.786862,0.027036,-0.774058
0.576500,0.210911,0.786862,0.027036,-0.774058
0.576500,0.210911,0.786862,0.027036,-0.774058
0.576500,0.210911,0.786862,0.027036,-0.774058
0.576500,0.210911,0.786862,0.027036,-0.774058
0.576500,0.210911,0.786862,0.027036,-0.774058
0.720739,0.192212,0.913970,0.031196,-0.434144
0.720739,0.192212,0.913970,0.031196,-0.434144
0.720739,0.192212,0.913970,0.031196,-0.434144
0.720739,0.192212,0.913970,0.031196,-0.434144
0.720739,0.192212,0.913970,0.031196,-0.434144
0.720739,0.192212,0.913970,0.031196,-0.434144
0.786972,0.242167,1.566716,0.025839,-1.727876
0.786972,0.242167,1.566716,0.025839,-1.727876
0.786972,0.242167,1.566716,0.025839,-1.727876
0.681478,0.271900,0.994125,0.016934,-1.773270
0.639568,0.124929,1.474809,0.019575,-0.747615
0.639568,0.124929,1.474809,0.019575,-0.747615
0.639568,0.124929,1.474809,0.019575,-0.747615
0.658220,0.159599,1.813332,0.024242,-0.472704
0.658220,0.159599,1.813332,0.024242,-0.472704
0.658220,0.159599,1.813332,0.024242,-0.472704
0.658220,0.159599,1.813332,0.024242,-0.472704
0.658220,0.159599,1.813332,0.024242,-0.472704
0.658220,0.159599,1.813332,0.024242,-0.472704
0.658220,0.159599,1.813332,0.024242,-0.472704
0.658220,0.159599,1.813332,0.024242,-0.472704
0.675771,0.200478,1.020322,0.030548,-0.391487
0.675771,0.200478,1.020322,0.030548,-0.391487
0.675771,0.200478,1.020322,0.030548,-0.391487
0.675771,0.200478,1.020322,0.030548,-0.391487
0.675771,0.200478,1.020322,0.030548,-0.391487
0.675771,0.200478,1.020322,0.030548,-0.391487
0.675771,0.200478,1.020322,0.030548,-0.391487
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.602510,0.149551,0.402982,0.047864,-1.440742
0.472248,0.230243,0.760739,0.043258,-2.525343
0.472248,0.230243,0.760739,0.043258,-2.525343
0.472248,0.230243,0.760739,0.043258,-2.525343
0.693960,0.096945,1.228680,0.025995,-0.682429
0.693960,0.096945,1.228680,0.025995,-0.682429
0.730322,0.139732,0.498601,0.037455,-1.034951
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.659556,0.157499,0.864986,0.031411,-0.159640
0.560110,0.159425,1.413675,0.028888,-0.917502
0.560110,0.159425,1.413675,0.028888,-0.917502
0.560110,0.159425,1.413675,0.028888,-0.917502
0.560110,0.159425,1.413675,0.028888,-0.917502
0.560110,0.159425,1.413675,0.028888,-0.917502
0.560110,0.159425,1.413675,0.028888,-0.917502
0.560110,0.159425,1.413675,0.028888,-0.917502
0.663413,0.136425,1.846160,0.032829,-1.454660
0.663413,0.136425,1.846160,0.032829,-1.454660
0.663413,0.136425,1.846160,0.032829,-1.454660
0.663413,0.136425,1.846160,0.032829,-1.454660
0.663413,0.136425,1.846160,0.032829,-1.454660
0.656783,0.075460,1.340736,0.047456,-2.769041
0.565059,0.156778,0.813664,0.043071,-1.137043
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.750171,0.180142,0.518773,0.049313,-0.717213
0.764219,0.224490,0.558760,0.034006,-1.157740
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.688064,0.184698,0.861882,0.039109,-0.250805
0.735204,0.125862,0.483520,0.037594,-1.293219
0.735204,0.125862,0.483520,0.037594,-1.293219
0.735204,0.125862,0.483520,0.037594,-1.293219
0.735204,0.125862,0.483520,0.037594,-1.293219
0.735204,0.125862,0.483520,0.037594,-1.293219
0.735204,0.125862,0.483520,0.037594,-1.293219
0.735204,0.125862,0.483520,0.037594,-1.293219
0.476534,0.117504,0.286629,0.032271,-2.029336
0.476534,0.117504,0.286629,0.032271,-2.029336
0.476534,0.117504,0.286629,0.032271,-2.029336
0.476534,0.117504,0.286629,0.032271,-2.029336
0.476534,0.117504,0.286629,0.032271,-2.029336
0.476534,0.117504,0.286629,0.032271,-2.029336
0.476534,0.117504,0.286629,0.032271,-2.029336
0.476534,0.117504,0.286629,0.032271,-2.029336
0.545730,0.114343,0.663270,0.043143,-1.847396
0.545730,0.114343,0.663270,0.043143,-1.847396
0.542860,0.176160,0.526138,0.044345,-1.354183
0.542860,0.176160,0.526138,0.044345,-1.354183
0.542860,0.176160,0.526138,0.044345,-1.354183
0.542860,0.176160,0.526138,0.044345,-1.354183
0.542860,0.176160,0.526138,0.044345,-1.354183
0.542860,0.176160,0.526138,0.044345,-1.354183
0.604257,0.191327,0.987869,0.037539,-0.168477
0.604257,0.191327,0.987869,0.037539,-0.168477
0.604257,0.191327,0.987869,0.037539,-0.168477
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.580284,0.098871,0.259596,0.024984,-2.222170
0.550281,0.113396,0.346454,0.017652,-2.091105
0.543314,0.224708,0.722065,0.020004,-1.394877
0.543072,0.119334,0.860757,0.035531,-1.512229
0.543072,0.119334,0.860757,0.035531,-1.512229
0.543072,0.119334,0.860757,0.035531,-1.512229
0.622870,0.118587,0.288920,0.035239,-2.588329
0.622870,0.118587,0.288920,0.035239,-2.588329
0.691058,0.130913,1.337638,0.045451,-1.589368
0.691058,0.130913,1.337638,0.045451,-1.589368
0.691058,0.130913,1.337638,0.045451,-1.589368
0.691058,0.130913,1.337638,0.045451,-1.589368
0.691058,0.130913,1.337638,0.045451,-1.589368
0.559661,0.264440,1.343011,0.048785,-4.024233
0.700528,0.290857,1.452819,0.047196,-3.751561
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.677155,0.295538,0.704347,0.045593,-2.387635
0.698983,0.190409,0.629227,0.043642,-0.425111
0.787224,0.170547,0.417211,0.041537,-1.199760
0.724098,0.254507,0.704289,0.048955,-1.314283
0.724098,0.254507,0.704289,0.048955,-1.314283
0.724098,0.254507,0.704289,0.048955,-1.314283
0.724098,0.254507,0.704289,0.048955,-1.314283
0.742715,0.241609,0.462753,0.047728,-1.705345
