replication_id,treatment,rho_hat,sigma_hat,psi0_hat,se_rho,se_sigma,se_psi0,Q_min,J_stat,J_pvalue,J_df,n_obs_ar1,n_obs_euler,wall_time
0,known_psi1,0.6023217045366771,0.16893587244228706,1.8773377577781594,0.00014914378931692927,2.3194123901051245e-05,0.0010742565497224147,6.419823179072809,879047.1284408917,0.0,6,597000,136927,484.9974178900011
