replication_id,treatment,rho_hat,sigma_hat,psi0_hat,se_rho,se_sigma,se_psi0,Q_min,J_stat,J_pvalue,J_df,n_obs_ar1,n_obs_euler,wall_time
0,psi1_zero_misspec,0.6961373959152409,0.14694615890021065,0.9938602538491557,6.761317756555127e-05,1.003607327429638e-05,9.119752543813826e-05,258.8502345778045,153757039.33921817,0.0,6,597000,594000,468.1860939520411
