replication_id,treatment,rho_hat,sigma_hat,psi0_hat,se_rho,se_sigma,se_psi0,Q_min,J_stat,J_pvalue,J_df,n_obs_ar1,n_obs_euler,wall_time
0,psi1_zero_misspec,0.6826801042748725,0.14626209166768503,0.9514250815953361,6.751345511764003e-05,9.864679215451824e-06,9.117459949968165e-05,254.88952745792048,151404379.31000453,0.0,6,597000,594000,573.1371193770028
