replication_id,treatment,rho_hat,sigma_hat,psi0_hat,se_rho,se_sigma,se_psi0,Q_min,J_stat,J_pvalue,J_df,n_obs_ar1,n_obs_euler,wall_time
0,known_psi1,0.6010350143150761,0.16927632740874737,1.8479562858253777,0.00015175555004825743,2.339356482630771e-05,0.0010713974208389396,6.51255545022797,890787.3344822408,0.0,6,597000,136780,563.1601025499986
