replication_id,rho_hat,sigma_hat,xi_hat,F_hat,eta0_hat,eta1_hat,se_rho,se_sigma,se_xi,se_F,se_eta0,se_eta1,Q_min,j_stat,j_pvalue,n_evals,wall_time
0,0.6859,0.1478,1.764,0.01,0.0808,0.0209,1.0745864883585524e-06,2.557607374759074e-07,1.5589900453544628e-06,5.6787500645315616e-08,4.646412714673785e-06,1.0874972814994864e-06,402301.3,194661919354.83868,0.0,2660,10685
