replication_id,rho_hat,sigma_hat,xi_hat,F_hat,se_rho,se_sigma,se_xi,se_F,Q_min,j_stat,j_pvalue,n_evals,wall_time
0,0.6075741390528954,0.17441880243447178,1.0997973990799836,0.0291976113466791,9.413369238759286e-07,2.67686892659496e-07,2.1138392250720866e-06,3.602739841139178e-08,115.09222306345282,61656548.069706865,0.0,2419,1758.7213465839995
